"nid","Street","Postalcode","City","Latitude","Longitude","type","Betaling","Bemanding","Kanylebeholder","Puslebord","Vandhane","Body","Term","Billeder"
"191","Edel Sauntes Allé 18","2100","København Ø","55.700706","12.565388","Handicap","Nej","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Fælledparken, Det røde toilet
Åbningstider:
Åbent fra 1. april til 30. september
9.00 til 21:00 (19.00 om vinteren)
Handicaptoilettet og pissoir er helårsåbent
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/edel-sauntes-alle18.jpg"
"193","Edel Sauntes Allé 25","2100","København Ø","55.704773","12.565444","Handicap","Nej","Nej","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Fælledparken, dansepladsen
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/edel-sauntes-alle1.jpg"
"179","Ejderstedgade 3","1761","København V","55.667806","12.541118","Handicap","Ved ikke","Nej","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Enghaveparken
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/ejderstedgade3_0.jpg"
"50","Elna Munchs Plads 2","2720","Vanløse","55.691461","12.480697","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Elna Munchs Plads
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/elna-munchs-plads2.jpg"
"45","Emdrupvej 185","2400","København NV","55.723012","12.529522","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Emdrup Torv
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/emdrupvej185.jpg"
"643","Engdals alle 20","2500","Valby","55.658138","12.478322","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Vigerslevparken Syd
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/1/2019/08/engdals-alle20.jpg"
"180","Engdraget 24","2500","Valby","55.669723","12.480273","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Vigerslevparken Nord
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/engdraget24.jpg"
"68","Enghave Plads 13b","1670","København V","55.667137","12.545621","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Enghave plads
Åbningstider:
Ca. 9.00 til 22:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/04/enghave-plads13b.jpg"
"186","Englandsvej 59B","2300","København S","55.650650","12.602138","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Sundbyvesterparken
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/englandsvej59b.jpg"
"206","Engsvinget 46","2400","København NV","55.716732","12.514343","Handicap","Nej","Nej","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Engsvinget
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/engsvinget46.jpg"
"688","Formosavej 2","2300","København S","55.649520","12.627403","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Formosavej, trafiklegeplads
Åbningstider:
Mandag: Ca. 9.00 - 21.00
Tirsdag: Ca. 9.00 - 21.00
Onsdag: Ca. 9.00 - 21.00
Torsdag: Ca. 9.00 - 21.00
Fredag: Ca. 9.00 - 21.00
Lørdag: Ca. 9.00 - 21.00
Søndag: Ca. 9.00 - 21.00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/1/2020/05/formosavej2.jpg"
"636","Frederik V's Vej 4","2100","København Ø","55.697267","12.569975","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Bemandet legeplads Tårnlegepladsen, Fælledparken
Åbningstider:
mandag: Ca. 9.00 - 21.00 (19.00 om vinteren)
tirsdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
onsdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
torsdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
fredag: Ca. 9.00 - 21.00 (19.00 om vinteren)
loerdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
soendag: Ca. 9.00 - 21.00 (19.00 om vinteren)
doegnaabent: Nej
bemaerkning: Toilettet er forbeholdt legepladsens gæster
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/1/2019/07/frederik-vs-vej4.jpg"
"347","Frederiksborgvej 123","2400","København NV","55.714253","12.531011","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Bispebjerg Kirkegård https://www.kk.dk/artikel/bispebjerg-kirkeg%C3%A5rd-i-nordvest
Åbningstider:
mandag: 7.00 - 22.00 / 7.00 - 19.00
tirsdag: 7.00 - 22.00 / 7.00 - 19.00
onsdag: 7.00 - 22.00 / 7.00 - 19.00
torsdag: 7.00 - 22.00 / 7.00 - 19.00
fredag: 7.00 - 22.00 / 7.00 - 19.00
loerdag: 7.00 - 22.00 / 7.00 - 19.00
soendag: 7.00 - 22.00 / 7.00 - 19.00
doegnaabent: Nej
bemaerkning: Vinterhalvåret (oktober-marts) 07:00-19:00 Sommerhalvåret (april-september) 07:00-22:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/05/frederiksborgvej123.jpg"
"684","Grøndals Parkvej 125","2720","Vanløse","55.681302","12.491398","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Grøndalsparken, Arnestedet legeplads
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/1/2019/12/groendals-parkvej125.jpg"
"343","Gunløgsgade 26","2300","København S","55.664694","12.579486","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Gade, Gunløgsgade, legeplads
Åbningstider:
mandag: Ca. 9.00 - 21.00 (19.00 om vinteren)
tirsdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
onsdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
torsdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
fredag: Ca. 9.00 - 21.00 (19.00 om vinteren)
loerdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
soendag: Ca. 9.00 - 21.00 (19.00 om vinteren)
doegnaabent: Nej
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/05/gunloegsgade26.jpg"
"344","Gunnar Nu Hansens Plads 10","2100","København Ø","55.704867","12.570897","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Bemandet legeplads Fælledparken, Trafiklegepladsen
Åbningstider:
mandag: Ca. 9.00 - 21.00 (19.00 om vinteren)
tirsdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
onsdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
torsdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
fredag: Ca. 9.00 - 21.00 (19.00 om vinteren)
loerdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
soendag: Ca. 9.00 - 21.00 (19.00 om vinteren)
doegnaabent: Nej
bemaerkning: sommersæsonen (marts- oktober) hverdage kl. 9-17 og hver 3. lørdag kl. 10-17. I vintersæsonen (november-februar) hverdage 9-16 og en gang om måneden åbent lørdag 10-16.
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/05/gunnar-nu-hansens-plads10.jpg"
"67","Halmtorvet 12A","1700","København V","55.670548","12.561251","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Halmtorvet
Åbningstider: Ca. 9.00 til 22:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/04/halmtorvet12a.jpgsites/default/files/images/3/2011/04/halmtorvet2ny.jpg"
"177","Hammelstrupvej 114","2450","København SV","55.640612","12.519723","Handicap","Ved ikke","Nej","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Valbyparken, ved Rosenhaven
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/hammelstrupvej114.jpg"
"178","Hammelstrupvej 98","2450","København SV","55.641763","12.520163","Handicap","Ved ikke","Nej","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Valbyparken, ved restaurant
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/hammelstrupvej46.jpg"
"275","Hans Tavsens Gade 20","2200","København N","55.688641","12.548019","Handicap","Nej","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Hans Tavsens Park
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/01/hans-tavsens-gade20.jpg"
"338","Havkajakvej 14","2300","København S","55.648422","12.647289","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Amager Strandpark, Strandprominaden syd
Åbningstider:
helaarsaabent: Ja
doegnaabent: Nej
Højsæson: 1. maj til 30. sep. Kl 8.00 til 22.00 alle ugens dage. Fra 1. juni til 31 august kl. 8.00 til 24.00 fredag, lørdag og søndag. Lavsæson: 1. okt til 30. april. Kl. 8.00 til 18.00 alle dage. Her er kun handicaptoilettet åbent. Handicaptoilet er helårsåbent.
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/05/havkajakvej14_0.jpg"
"47","Havnegade 20","1058","København K","55.676341","12.588465","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Havnegade
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/havnegade20.jpg"
"861","Hiort Lorentzens Gade 10","2200","København N","55.688284","12.542905","Handicap","Nej","Nej","Ved ikke","Ved ikke","Ja","Placering: Nuuks Plads
Åbningstider:
helaarsaabent: Ja
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2022/04/nuuks-plads-satellit.jpgsites/default/files/images/3/2022/04/nuuks-plads-map.jpg"
"482","Hulgårds Plads 4","2400","København NV","55.705476","12.522551","Handicap","Nej","Nej","Ved ikke","Ved ikke","Ja","Placering: Gade, Hulgårds Plads
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2017/09/hulgaards-plads4.jpg"
"46","Husum Torv 2","2700","Brønshøj","55.711708","12.471724","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Husum Torv
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/husum-torv2.jpg"
"211","Hyrdevangen 1","2400","København NV","55.707311","12.510325","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Brønshøjparken
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/hyrdevangen1.jpg"
"188","Islands Brygge 12","2300","København S","55.668399","12.578484","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Gade, Islands Brygge, havneparken
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/islands-brygge-12.jpg"
"385","Islands Brygge 20B","2300","København S","55.665352","12.573933","Handicap","Nej","Nej","Ved ikke","Ved ikke","Ja","Placering: Gade, Islands Brygge
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/10/islands-brygge-20a_0.jpg"
"350","Kalvebod Brygge 3C","1560","København V","55.669141","12.575980","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Gade, Bølgen, Kalvebod Brygge
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/05/kalvebod-brygge3c.jpg"
"139","Kapelvej 2","2200","København N","55.689449","12.553019","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Assistens Kirkegård vest https://www.kk.dk/artikel/assistens-kirkeg%C3%A5rd-p%C3%A5-n%C3%B8rrebro
Åbningstider:
mandag: 7.00 - 22.00 / 7.00 - 19.00
tirsdag: 7.00 - 22.00 / 7.00 - 19.00
onsdag: 7.00 - 22.00 / 7.00 - 19.00
torsdag: 7.00 - 22.00 / 7.00 - 19.00
fredag: 7.00 - 22.00 / 7.00 - 19.00
loerdag: 7.00 - 22.00 / 7.00 - 19.00
soendag: 7.00 - 22.00 / 7.00 - 19.00
doegnaabent: Nej
bemaerkning: Vinterhalvåret (oktober-marts) 07:00-19:00 Sommerhalvåret (april-september) 07:00-22:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2013/04/kapelvej2.jpg"
"346","Kastrupvej 53","2300","København S","55.656695","12.618216","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Sundby Kirkegård, i Kapel https://www.kk.dk/artikel/sundby-kirkeg%C3%A5rd-p%C3%A5-amager
Åbningstider:
mandag: 7.00 - 22.00 / 7.00 - 19.00
tirsdag: 7.00 - 22.00 / 7.00 - 19.00
onsdag: 7.00 - 22.00 / 7.00 - 19.00
torsdag: 7.00 - 22.00 / 7.00 - 19.00
fredag: 7.00 - 22.00 / 7.00 - 19.00
loerdag: 7.00 - 22.00 / 7.00 - 19.00
soendag: 7.00 - 22.00 / 7.00 - 19.00
doegnaabent: Nej
bemaerkning: Vinterhalvåret (oktober-marts) 07:00-19:00 Sommerhalvåret (april-september) 07:00-22:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/05/kastrupvej53.jpg"
"187","Kastrupvej 74","2300","København S","55.653986","12.618588","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Filipsparken
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/kastrupvej74.jpg"
"66","Kejsergade 2","1155","København K","55.679984","12.575451","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Grå Brødre Torv
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/biggraabroedretorv.jpg"
"340","Kilometerbroen 3","2300","København S","55.658322","12.642967","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Amager Strandpark, Kilometerbroen
Åbningstider:
helaarsaabent: Ja
doegnaabent: Nej
Højsæson: 1. maj til 30. sep. Kl 8.00 til 22.00 alle ugens dage. Fra 1. juni til 31 august kl. 8.00 til 24.00 fredag, lørdag og søndag. Lavsæson: 1. okt til 30. april. Kl. 8.00 til 18.00 alle dage. Her er kun handicaptoilettet åbent. Handicaptoilet er helårsåbent.
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/05/kilometerbroen3.jpg"
"44","Krabbesholmvej 2","2700","Brønshøj","55.704191","12.498832","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Brønshøj Torv
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/krabbesholmvej2.jpg"
"140","Kultorvet 9B","1175","København K","55.682303","12.574019","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Kultorvet
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2013/04/kultorvet3ny_0.jpgsites/default/files/images/3/2013/04/kultorvet2ny_0.jpg"
"746","Kulturhuset Islands Brygge 18","2300","København S","55.666837","12.576278","Handicap","Nej","Nej","Ved ikke","Ved ikke","Ja","Placering: Handicap toilettet tilgås via elevator.
Åbningstider: https://kulturhusetislandsbrygge.kk.dk/","København","sites/default/files/images/1/2020/08/kulturhuset-islands-brygge18.jpgsites/default/files/images/1/2020/08/kulturhusetislandsbrygge.jpg"
"169","Langelinie 1","2100","København Ø","55.694604","12.594692","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Langelinie, østlige ende af bro
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/langelinie1.jpg"
"329","Langelinie 25","2100","København Ø","55.690616","12.599197","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Langelinie, Hvidtfeldtmonumentet
Åbningstider:
Åbent fra 1. april til 30. september
9.00 til 21:00 (19.00 om vinteren)
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/05/langelinie25.jpg"
"42","Lyngbyvej 90","2100","København Ø","55.712948","12.560245","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Hans Knudsens Plads
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/lyngbyvej90.jpg"
"332","Matthæusgade 8","1666","København V","55.669960","12.551496","Handicap","Nej","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Gade, Saxoparken
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/05/matthaeusgade8.jpg"
"49","Melchiors Plads 8","2100","København Ø","55.703550","12.585572","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Melchiors Plads
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/melchiors-plads8.jpg"
"59","Mozarts Plads 1A","2450","København SV","55.648710","12.534678","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Mozarts Plads
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/mozarts-plads1a.jpg"
"639","Møllegade 25c","2200","København N","55.692105","12.557286","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Bemandet legeplads Byoasen
Åbningstider:
mandag: Følger legepladsens åbningstider
tirsdag: Følger legepladsens åbningstider
onsdag: Følger legepladsens åbningstider
torsdag: Følger legepladsens åbningstider
fredag: Følger legepladsens åbningstider
loerdag: Følger legepladsens åbningstider
soendag: Følger legepladsens åbningstider
doegnaabent: Nej
bemaerkning: Sommersæsonen (maj-oktober) mandag-fredag kl. 9.30-18 og søndag kl. 10-16. I vintersæsonen (november-februar) mandag -fredag 9.30-16 og 10-13 i weekenden. I mellemsæsonen (uge 10-17 + uge 40-43) mandag - fredag 9.30-16.30 og weekend 10-13.
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/1/2019/07/moellegade25c.jpg"
"683","Nannasgade 6","2200","København N","55.699854","12.549190","Handicap","Nej","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, BaNanna Park
Åbningstider:
helaarsaabent: Ja
doegnaabent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/1/2019/11/nannasgade16.jpg"
"12","Nyhavn 1F","1051","København K","55.680573","12.587758","Handicap","Nej","Ja","Ja","Ja","Ja","Placering: Gade, Underjordisk Nyhavn
Dametoilet til højre og Herretoilet til venstre for Canal Tours
Åbningstider:
9.00-22.30 alle dage
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/02/2013-12-16132220.jpgsites/default/files/images/3/2011/02/foto12.jpgsites/default/files/images/3/2011/02/2013-12-16132105.jpgsites/default/files/images/3/2011/02/2013-12-16131827.jpgsites/default/files/images/3/2011/02/2013-12-16131639.jpgsites/default/files/images/3/2011/02/bignyhavn.jpgsites/default/files/images/3/2011/02/foto13.jpgsites/default/files/images/3/2011/02/foto14.jpg"
"357","Nørager Plads 23","2720","Vanløse","55.696272","12.475026","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Bemandet legeplads Nørager Plads
Åbningstider:
mandag: Følger legepladsens åbningstider
tirsdag: Følger legepladsens åbningstider
onsdag: Følger legepladsens åbningstider
torsdag: Følger legepladsens åbningstider
fredag: Følger legepladsens åbningstider
loerdag: Følger legepladsens åbningstider
soendag: Følger legepladsens åbningstider
doegnaabent: Nej
bemaerkning: mandag-fredag: kl. 9.30-13 og lørdage i maj, juni og september kl. 13-16.
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/05/noerager-plads23.jpg"
"60","Nørre Allé 2","2200","København N","55.691370","12.561250","Handicap","Nej","Nej","Ja","Ja","Ja","Placering: Gade, Sankt Hans Torv
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2011/03/noerre-alle2.jpg"
"342","Nørre Farimagsgade 2","1364","København K","55.680491","12.564608","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Bemandet legeplads Ørstedsparken
Åbningstider:
mandag: Følger legepladsens åbningstider
tirsdag: Følger legepladsens åbningstider
onsdag: Følger legepladsens åbningstider
torsdag: Følger legepladsens åbningstider
fredag: Følger legepladsens åbningstider
loerdag: Følger legepladsens åbningstider
soendag: Følger legepladsens åbningstider
doegnaabent: Nej
bemaerkning: Legeplads med pædagogisk personale og aktivitetshus. Åbningstider: : I sommersæsonen (maj-september) 9-17 på hverdage og lørdag 10-17. I vintersæsonen (oktober-april) åbent herdage kl. 9-16.
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/05/noerre-farimagsgade2.jpg"
"171","Nørre Farimagsgade 2A","1364","København K","55.680387","12.564560","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Park, Ørstedsparken, tæt på legeplads
Åbningstider:
Åbent fra 1. april til 30. september
9.00 til 21:00 (19.00 om vinteren)
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2014/04/noerre-farimagsgade2a.jpg"
"212","Nørre Voldgade 15B","1358","København K","55.683049","12.571366","Handicap","Nej","Ja","Ja","Ja","Ja","Placering: Gade, Nørreport station
Åbningstider:
8.00-22.00 alle dage
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/
6 unisex toiletter
1 handicap toilet med egen indgang. Pr. 25.5.2022 nu også med personlift. Personalet yder ikke assistance.
1 pissoir med egen indgang","København","sites/default/files/images/3/2015/01/image2.jpegsites/default/files/images/3/2015/01/image5.jpegsites/default/files/images/3/2015/01/image4.jpegsites/default/files/images/3/2015/01/image3.jpegsites/default/files/images/3/2015/01/image1.jpegsites/default/files/images/3/2015/01/cphnoerreporthandicap.jpeg"
"678","Parmagade 45","2300","København S","55.654049","12.618546","Handicap","Nej","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Bemandet legeplads Filipsparken (Elba), legeplads
Åbningstider:
mandag: Følger legepladsens åbningstider
tirsdag: Følger legepladsens åbningstider
onsdag: Følger legepladsens åbningstider
torsdag: Følger legepladsens åbningstider
fredag: Følger legepladsens åbningstider
loerdag: Følger legepladsens åbningstider
soendag: Følger legepladsens åbningstider
doegnaabent: Nej
bemaerkning: Sommersæson (maj til september) mandag-fredag kl. 9.30-18.00. I vintersæsonen (oktober-april) 9.30-16.30.
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/1/2019/08/parmagade45.jpg"
"354","Peder Lykkes Vej 71","2300","København S","55.652713","12.598081","Handicap","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Ved ikke","Placering: Bemandet legeplads Remiseparken, Bondegårdslegepladsen
Åbningstider:
mandag: Følger legepladsens åbningstider
tirsdag: Følger legepladsens åbningstider
onsdag: Følger legepladsens åbningstider
torsdag: Følger legepladsens åbningstider
fredag: Følger legepladsens åbningstider
loerdag: Følger legepladsens åbningstider
soendag: Følger legepladsens åbningstider
doegnaabent: Nej
bemaerkning: Sommersæson maj-sep (uge 18-39) mandag-fredag kl. 9.30-17.00, lørdag-søndag kl. 9.30-16.00. Vintersæson okt-april (uge 40-17) mandag-fredag kl. 9.30-17.00, lørdag-søndag kl. 9.30-16.00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/","København","sites/default/files/images/3/2016/05/peder-lykkes-vej21.jpg"
