"nid","Street","Postalcode","City","Latitude","Longitude","type","Betaling","Bemanding","Kanylebeholder","Puslebord","Vandhane","Body","Term","Billeder"
"406","Strandvejen 2B","3770","Allinge","55.283130","14.794199","Unisex","Nej","Nej","Ved ikke","Nej","Ja","Placering: ved Danchels Løkke.
Åbningsperiode: fra uge 14 til 42.","Bornholm","sites/default/files/images/475/2017/06/strandvejen2budsigt_0.jpgsites/default/files/images/475/2017/06/strandvejen2b_0.jpg"
"459","Sverigesvej 4","3770","Allinge","55.279363","14.800169","Unisex","Nej","Nej","Ved ikke","Nej","Ja","Placering: Allinge Havn.
Åbningsperiode: fra uge 19 til 37.","Bornholm","sites/default/files/images/475/2017/07/sverigesvej4.jpg"
"448","Toldbodgade 2","3730","Nexø","55.062568","15.133317","Unisex","Nej","Nej","Ved ikke","Nej","Ja","Placering: ved Nexø Havnegrill. Toiletterne er under jorden.
Åbningsperiode: fra uge 21 til 42.","Bornholm","sites/default/files/images/475/2017/06/toldbodgade21_0.jpgsites/default/files/images/475/2017/06/toldbodgade22_0.jpgsites/default/files/images/475/2017/06/toldbodgade23_0.jpg"
"468","Udegårdsvejen 20, Dueodde","3730","Nexø","54.995596","15.037821","Unisex","Nej","Nej","Nej","Nej","Ved ikke","Placering: tørkloset, P-plads tæt ved stranden.
Åbningsperiode: fra uge 23 til 35.","Bornholm","sites/default/files/images/475/2017/07/udegardsvejen20.jpg"
"404","v/ Sandlinien 3","3770","Allinge","55.288695","14.775937","Unisex","Nej","Nej","Ved ikke","Nej","Ja","Placering: P-plads ved Sandvig Familiecamping.
Åbningsperiode: fra uge 23 til 35.","Bornholm","sites/default/files/images/475/2017/06/sandlinien3.jpg"
"440","Vang 133","3790","Hasle","55.248931","14.736896","Unisex","Nej","Nej","Ved ikke","Nej","Ja","Placering: Vang Havn.
Åbningsperiode: hele året.","Bornholm","sites/default/files/images/475/2017/06/vang1332_0.jpg"
"465","Ypnasted 15B","3751","Østermarie","55.161447","15.058131","Unisex","Nej","Nej","Nej","Nej","Nej","Placering: Ypnasted P-plads.
Åbningsperiode: hele året.","Bornholm","sites/default/files/images/475/2017/07/ypnastedvej15b2.jpg"
"469","Ædjavejen 22B","3720","Åkirkeby","55.001072","14.985250","Unisex","Nej","Nej","Nej","Nej","Ja","Placering: P-plads ved Ædjavejen, Østre Sømark.
Åbningsperiode: fra uge 14 til 42.","Bornholm","sites/default/files/images/475/2017/07/aedjavejen22b.jpg"
"747","Ølenevej","3720","Åkirkeby","55.089809","15.002164","Unisex","Nej","Nej","Nej","Nej","Nej","Placering: Pedersker Jagthus, vejkrydset Ølenevej, Fårebakkevej og Jagtsporet.
Åbningsperiode:  Åbent","Bornholm","sites/default/files/images/475/2020/10/jagthus.jpg"
"470","Ølenevej 47, Pedersker","3720","Åkirkeby","55.047354","14.993774","Unisex","Nej","Nej","Nej","Nej","Ja","Placering: I forlængelse med Smålyngsværket
Åbningsperiode: lukket fra 1. nov. -31. april.","Bornholm","sites/default/files/images/475/2017/07/olenevej473.jpg"
"479","Ørningevej 4, Vestermarie","3700","Rønne","55.113932","14.857002","Unisex","Nej","Nej","Nej","Nej","Ja","Placering: I forlængelse med skydehus i Vestermarie plantage.
Åbningsperiode: fra uge 14 til 42.","Bornholm","sites/default/files/images/475/2017/07/orningevej41.jpgsites/default/files/images/475/2017/07/orningevej42.jpg"
